"Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet","In.union"
"45-49",5689,NA,NA,NA,NA,23.165936181376,21.4650960871954,1.7008400941806,10.3846714995205,NA,NA,NA,"MW","0",NA,NA,0,4,"Afghanistan",2015,2016,2015.41369863014,2016.16120218579,"2015 DHS","DHS",0,"af71",0.0925238811095755,0.182763695877592,0.0810228720103838,0.0124074384905822,0.00231649004135925,0.0049607777553876,1
"45-49",4483,NA,NA,NA,NA,64.2832751252478,7.70703068306194,56.5762444421859,9.06608594479413,NA,NA,NA,"MW","0",NA,NA,0,8,"Albania",2008,2009,2008.74863387978,2009.32602739726,"2008-2009 DHS","DHS",0,"al51",0.155626810850371,0.0936159756765725,0.147047038447799,0.00674694968774827,0.0122547431112583,0.00696309112683057,1
"45-49",7474,NA,NA,NA,NA,42.2449736198836,1.99424428023211,40.2507293396515,4.91731192387501,NA,NA,NA,"MW","0",NA,NA,0,8,"Albania",2017,2018,2017.69315068493,2018.13698630137,"2017-2018 DHS","DHS",0,"al71",0.193369460173426,0.0945983188673756,0.148431374969988,0.00198204862835228,0.0109713049401224,0.00236271440792598,1
"45-49",1913,NA,NA,NA,NA,49,39.4,9.6,11,NA,NA,NA,"MW","0",NA,NA,1,12,"Algeria",2006,2006,2006.22739726027,2006.43835616438,"2006 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"45-49",4984,NA,NA,NA,NA,42.50100881,33.97977489,8.521233921,3.5,NA,NA,NA,"MW","0",NA,NA,1,12,"Algeria",2012,2013,2012.80327868852,2013.08219178082,"2012-2013 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"45-49",5805,NA,NA,NA,NA,2.72260432040967,2.45376726732182,0.268837053087847,17.5485385554554,NA,NA,NA,"MW","0",NA,NA,0,24,"Angola",2015,2016,2015.83287671233,2016.16120218579,"2015-2016 DHS","DHS",0,"ao71",0.412845802998488,0.680523854236834,0.152613377760051,0.002247118051995,0.000547091816382889,0.00465847231583297,1
"45-49",1848,NA,NA,NA,NA,38.9234110563626,12.9483754913155,25.9750355650471,21.298214865569,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2000,2000,2000.74863387978,2000.99726775956,"2000 DHS","DHS",0,"am42",0.141277578847176,0.0986868636002054,0.112997462984356,0.0123272079284702,0.0141249778263287,0.0139850594348123,1
"45-49",1843,NA,NA,NA,NA,33.5153463636507,7.27141175395739,26.2439346096933,23.0820848820382,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2005,2005,2005.66575342466,2005.99726027397,"2005 DHS","DHS",0,"am54",0.177114942826494,0.107127986733286,0.122545367693661,0.0100143202446163,0.0172336791293009,0.0155925441382114,1
"45-49",5046,NA,NA,NA,NA,36.7744291701017,14.7033918320935,22.0710373380082,14.3098479526605,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2010,2010,2010.74794520548,2010.99726027397,"2010 DHS","DHS",0,"am61",0.145263295865061,0.115274438796275,0.137637811232436,0.0153888207946743,0.0151358185311489,0.0108831433383696,1
"45-49",5806,NA,NA,NA,NA,41.7331424488079,15.350175304264,26.3829671445439,13.0567040840518,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2015,2016,2015.91506849315,2016.32786885246,"2015 DHS","DHS",0,"am72",0.139717630335048,0.104527239247469,0.164653623971038,0.0130970950485435,0.0161904362296031,0.0154213490610115,1
"45-49",179,NA,NA,NA,NA,28.2838519982807,6.79616983879348,21.4876821594872,17.6258142937499,NA,NA,NA,"MW","0",NA,NA,0,31,"Azerbaijan",2006,2006,2006.49589041096,2006.91232876712,"2006 DHS","DHS",0,"az52",0.185679153141917,0.120112982681267,0.13632919198731,0.010017827493328,0.0169588690889466,0.0167289325558369,1
"45-49",1814,NA,NA,NA,NA,29.2528736909379,21.2956017478908,7.95727194304712,12.3230206906324,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1993,1994,1993.83287671233,1994.24383561644,"1993-1994 DHS","DHS",0,"bd31",0.112812181267741,0.144236682105559,0.142510258110299,0.0124626011104479,0.0059356045138556,0.00953131134956212,1
"45-49",1815,NA,NA,NA,NA,35.0733160128796,27.5633708186599,7.50994519421972,9.23553398453019,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1996,1997,1996.83333333333,1997.24383561644,"1996-1997 DHS","DHS",0,"bd3a",0.111787705687759,0.199959141905933,0.184737719826184,0.0136344465784464,0.00889412607615087,0.0103985009971201,1
"45-49",1816,NA,NA,NA,NA,43.1113840714981,31.6511908168581,11.4601932546399,10.2602073208582,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1999,2000,1999.83287671233,2000.24590163934,"1999-2000 DHS","DHS",0,"bd41",0.0985817614940108,0.125344686814839,0.138238653221254,0.0140045350424975,0.00702845972660716,0.00870598729941233,1
"45-49",1813,NA,NA,NA,NA,47.3185190979766,32.1921818481703,15.1263372498063,7.60293874218035,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2004,2004,2004,2004.41256830601,"2004 DHS","DHS",0,"bd4j",0.097987552628811,0.114135774598398,0.151279914154836,0.0202172895604436,0.0138067864779467,0.0107068046008615,1
"45-49",1840,NA,NA,NA,NA,40.8725146018809,30.2108584343555,10.6616561675255,8.45532607064351,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2007,2007,2007.16164383562,2007.66301369863,"2007 DHS","DHS",0,"bd50",0.0990759188722091,0.136629841515386,0.134777696498724,0.0167669893624788,0.00987728411203914,0.00828743913721899,1
"45-49",5048,NA,NA,NA,NA,43.1203918040851,30.3592518798839,12.7611399242012,7.75706753395439,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2011,2011,2011.49589041096,2011.99726027397,"2011 DHS","DHS",0,"bd62",0.0708480975629103,0.0940882503941805,0.109230922442312,0.0102119371087571,0.00751188682410483,0.00583091447789989,1
"45-49",5595,NA,NA,NA,NA,41.97937292,38.49681241,3.482560504,13.94600682,NA,NA,NA,"MW","0",NA,NA,1,50,"Bangladesh",2012,2013,2012.91530054645,2013.32602739726,"2012-2013 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"45-49",5787,NA,NA,NA,NA,38.0504880541194,25.0185364037588,13.0319516503606,7.02362809066569,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2014,2014,2014.41369863014,2014.91232876712,"2014 DHS","DHS",0,"bd72",0.0741410501375762,0.155934331162311,0.171261828082127,0.0110421145790306,0.0162452837287254,0.00884372204021777,1
"45-49",7475,NA,NA,NA,NA,44.5915377603964,28.7496964571114,15.841841303285,4.8105063581381,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2017,2018,2017.74794520548,2018.24383561644,"2017-2018 DHS","DHS",0,"bd7r",0.0598023914060187,0.0686690327441963,0.118712966753884,0.00906295971372349,0.00700365359281011,0.00406224481353686,1
"45-49",7575,NA,NA,NA,NA,43.7962260922965,38.2822675347846,5.51395855751185,11.9032705341593,NA,NA,NA,"MW","0",NA,NA,1,50,"Bangladesh",2019,2019,2019.04931506849,2019.41369863014,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"45-49",4986,NA,NA,NA,NA,48.14497054,42.70756128,5.437409254,16.2,NA,NA,NA,"MW","0",NA,NA,1,52,"Barbados",2012,2012,2012.3306010929,2012.8306010929,"2012 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"45-49",4987,NA,NA,NA,NA,47.76649948,34.03719436,13.72930512,4.1,NA,NA,NA,"MW","0",NA,NA,1,112,"Belarus",2012,2012,2012.23770491803,2012.5,"2012 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"45-49",4988,NA,NA,NA,NA,52.04772761,49.2966704,2.751057208,6.1,NA,NA,NA,"MW","0",NA,NA,1,84,"Belize",2011,2011,2011.44657534247,2011.59178082192,"2011 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"45-49",5761,NA,NA,NA,NA,46.97081211,42.35954027,4.61127184,9.133697365,NA,NA,NA,"MW","0",NA,NA,0,84,"Belize",2015,2016,2015.79726027397,2016.08196721311,"2015-2016 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"45-49",1780,NA,NA,NA,NA,10.9175032677509,4.04606911664716,6.87143415110376,20.2278505994339,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",1996,1996,1996.41530054645,1996.66393442623,"1996 DHS","DHS",0,"bj38",0.258972463389337,0.194775214601608,0.1264427433958,0.00507942009065463,0.00742814751286373,0.0111772243786935,1
"45-49",1761,NA,NA,NA,NA,17.1265635234671,8.41487217120267,8.71169135226445,22.3093051002729,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2001,2001,2001.58082191781,2001.91232876712,"2001 DHS","DHS",0,"bj41",0.249563121473332,0.176923032051211,0.125928844058721,0.00553590342464186,0.00458704657029299,0.00800592228422114,1
"45-49",694,NA,NA,NA,NA,12.5782338094026,4.53116525180601,8.04706855759663,21.1325779804519,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2006,2006,2006.58082191781,2006.91232876712,"2006 DHS","DHS",0,"bj51",0.147259287018643,0.11819890790145,0.0760165169911146,0.00181247139338868,0.003478160500651,0.00445061471924779,1
"45-49",4493,NA,NA,NA,NA,12.2483624761742,7.43958581381099,4.80877666236319,16.8071010729224,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2011,2012,2011.91506849315,2012.24590163934,"2011-2012 DHS","DHS",0,"bj61",0.132260327983672,0.18745378659324,0.102241793014839,0.00329080078427432,0.00567254019182017,0.00522174042860879,1
"45-49",5665,NA,NA,NA,NA,15.0998128,10.23235177,4.867461026,16.02331851,NA,NA,NA,"MW","0",NA,NA,1,204,"Benin",2014,2014,2014.32876712329,2014.32876712329,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"45-49",6055,NA,NA,NA,NA,11.587485295877,9.20889412048214,2.37859117539483,18.9799107605121,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2017,2018,2017.84657534247,2018.15890410959,"2017-2018 DHS","DHS",0,"bj71",0.123639400681747,0.270292227739811,0.085253467799731,0.00647307099869419,0.00537688928535321,0.00650930083167354,1
"45-49",4989,NA,NA,NA,NA,59.08841614,58.65865558,0.429760566,6.5,NA,NA,NA,"MW","0",NA,NA,1,64,"Bhutan",2010,2010,2010.24657534247,2010.64383561644,"2010 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"45-49",1769,NA,NA,NA,NA,24.8145873485382,9.87686197893604,14.9377253696021,12.3641957782638,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",1993,1994,1993.83287671233,1994.41095890411,"1994 DHS","DHS",0,"bo33",0.164816398739688,0.130061189288628,0.146577342286171,0.00722817706123438,0.00897674999543516,0.00909744972110954,1
"45-49",1766,NA,NA,NA,NA,28.8148121171416,17.3469996879705,11.4678124291711,14.5363673611504,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",1998,1998,1998.16164383562,1998.74520547945,"1998 DHS","DHS",0,"bo3b",0.12021765433428,0.126685402637233,0.119966999434146,0.00820754909578516,0.00559135265463004,0.00554964139359797,1
"45-49",1844,NA,NA,NA,NA,38.6175845665249,18.79070428088,19.826880285645,12.2647130532203,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2003,2004,2003.58082191781,2004.08196721311,"2003 DHS","DHS",0,"bo41",0.102043197768897,0.107424187891963,0.130978391953112,0.0153754031104152,0.0168235585455611,0.0137673555352361,1
"45-49",4492,NA,NA,NA,NA,40.2305599031666,21.7356700911618,18.4948898120048,9.04507690350391,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2008,2008,2008.08469945355,2008.49453551913,"2008 DHS","DHS",0,"bo51",0.097036060212987,0.096678523446415,0.113459412207648,0.0161267019735703,0.014255590767977,0.00918728091736652,1
"45-49",4990,NA,NA,NA,NA,39.53403224,8.473456328,31.06057591,3,NA,NA,NA,"MW","0",NA,NA,0,70,"Bosnia and Herzegovina",2011,2012,2011.83287671233,2012.24590163934,"2011-2012 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"45-49",1868,NA,NA,NA,NA,68.5641578938887,60.388957823895,8.17520006999371,7.76052535521367,NA,NA,NA,"MW","0",NA,NA,0,76,"Brazil",1996,1996,1996.16393442623,1996.49453551913,"1996 DHS","DHS",0,"br31",0.0860839834174498,0.164366675507238,0.141472712906652,0.00720104953491323,0.00348790402828182,0.00383947653478961,1
"45-49",1776,NA,NA,NA,NA,5.25052722226197,1.63240575853576,3.6181214637262,21.9959187729116,NA,NA,NA,"MW","0",NA,NA,0,854,"Burkina Faso",1992,1993,1992.91530054645,1993.24383561644,"1993 DHS","DHS",0,"bf22",0.39996001262953,0.326729916063002,0.143223140903827,0.00334455616537039,0.00747682269369275,0.0159364394342743,1
